name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at,location
UH AnD iTS a lOnG AsS rIDE,jaemins_abs,I like my coffee HOT & SWEET like the way I LOvE mY MeN😭❤️,0,0,101,0,321,Mon Nov 04 03:12:14 +0000 2019,
giovanni,modrnlovr,can i get a muhfuckinuuuhhhh,310,310,207,10,50778,Sun Apr 14 03:26:10 +0000 2013,cos
"Irving, but in 2020",KingOfThePixies,My profile was made using predictive text.,225,225,462,1,16948,Sun Oct 17 19:56:03 +0000 2010,Home
Sur,Barthuselah,Nunya.,9,9,173,0,502,Wed Feb 20 23:51:18 +0000 2019,"Bronx, NY"
K,katgetslost,welcome to the weird side of my brain,27,27,190,0,10738,Mon Nov 12 21:26:58 +0000 2018,"Stockton, CA"
JAE,AlcorMizar_,,1,1,69,0,15,Sat Sep 30 18:27:43 +0000 2017,United Kingdom
joho,joshuhoe,WOAH,58,58,167,0,2665,Fri Nov 06 22:53:25 +0000 2015,
yuli,real_friendly,she/her | 🇬🇹 | #blm | idk man 🤷🏻‍♀️,505,505,775,1,26409,Thu Apr 26 01:40:08 +0000 2012,Cali
anayeet,anayeeese,beep da boop,84,84,140,0,2631,Thu Dec 27 15:59:24 +0000 2018,
bad bald bitch,josephvne,i do thangs & im bald. Instagram: josieisbald,1474,1474,1286,7,16675,Sun Sep 30 23:57:43 +0000 2012,minnesota
h#⃝wls moving asshole,kwontaekmin,he/him 🇰🇷,175,175,231,1,18519,Wed Apr 30 12:45:27 +0000 2014,"Los Angeles, CA"
Daunt'e,negus_omari,Jsu alumnus|HTX|,645,645,656,3,3798,Wed Apr 06 22:03:52 +0000 2011,"Houston, TX"
cucumbercool,jerdenmers,no ones watching heaven,121,121,435,1,24568,Sun Aug 11 06:48:18 +0000 2013,
sɔɹʍl,lwrcs_,⬇️ IMPOSTER OUT NOW ⬇️,1749,1749,349,112,10355,Thu Apr 19 00:18:52 +0000 2012,
KICK THE TRAGEDY,teendeadstar,,33,33,52,0,1644,Wed Sep 06 23:06:40 +0000 2017,
姐姐杰伊 🌬,sisterjayy,,12,12,123,0,1042,Sun Oct 23 14:56:45 +0000 2016,
Tahiry Guevara,guevara_tahiry,,8,8,119,0,17,Thu Feb 07 06:39:29 +0000 2019,
Mattchachew B,OoMateoYaKnow,29 m he/him,428,428,923,2,14114,Thu Nov 04 00:37:12 +0000 2010,"O'Fallon, IL"
Vibes,RogueVibes_,I am A Graphic Designer,55,55,136,1,704,Wed Jun 22 05:48:13 +0000 2016,"California, USA"
brandon,supremeabg,,55,55,76,0,1992,Sun Aug 25 02:19:24 +0000 2013,
ama⁷ ♡,AMORECLUBS,#JUNGKOOK: you are the cause of my euphoria,206,206,550,6,6245,Mon Dec 11 11:41:47 +0000 2017,♡ take care angel !! ♡
Deepfake Papi,RasheedKalif,Thanks For The Luck,928,928,3154,12,10655,Mon May 02 03:00:24 +0000 2011,Los Angeles
ken,kwnnio,,119,119,444,0,20627,Fri Apr 24 01:09:59 +0000 2015,"40.2526° N, 58.4397° E"
ashley💕,AshleyGTv_,25. pansexual. mom of 2 beautiful boys. pronouns: she/her.🥰 YouTube channel: AshleyGtv 🤗☺️ love & light💕,238,238,1247,1,8328,Wed Mar 20 04:14:33 +0000 2019,"Indiana, USA"
shano,shan_oregan,naples | probably seen me at paddys,908,908,587,4,22591,Thu Sep 12 14:50:11 +0000 2013,
grazia,commouveree,ʕ⁎̯͡⁎ʔ༄,557,557,731,2,8189,Thu Jul 11 03:41:02 +0000 2013,
GG,Garcia85Gerry,,34,34,139,0,125,Thu Mar 13 16:12:29 +0000 2014,Fort worth Texas
G3,G3Igor,"Luxo pra mim é Ser Feliz com o pouco que tenho, sem invejar o de ninguém💥",80,80,2885,0,5822,Tue Jul 09 04:51:49 +0000 2019,
kate,katemcguffiee,,425,425,450,0,1945,Tue Oct 24 19:29:11 +0000 2017,"Scotland, United Kingdom"
juice✨,da_boipj,"23,♈️ #CoodaMeat",201,201,757,0,11618,Wed Apr 28 21:31:18 +0000 2010,In da water
big b’s with chanel on me,raysullivann,certified eBoy,396,396,518,2,29113,Tue Oct 27 00:48:10 +0000 2015,Absolutely nowhere
Johnathan,Johnathanplease,Penis,9,9,19,0,1954,Mon Feb 11 20:43:54 +0000 2019,"Long Beach, CA"
Kesia (๑^~^๑),_kesdez_,✨Oops I got em mad✨,12,12,127,0,2145,Sun Apr 28 05:56:31 +0000 2019,Bay Area California
Kacey Henrikson,Kacey_Henrikson,straight up vibin,58,58,165,0,1547,Fri Mar 27 19:08:11 +0000 2015,
Aiden Vargas,aiden_m_vargas,"🛸🛸🛸🛸🛸
  I’m an Alien👽
🛸🛸🛸🛸🛸",6,6,74,0,548,Thu May 23 06:12:09 +0000 2019,
blake hardison,blakehardison4,ylhs ‘21,118,118,261,0,1723,Fri Nov 24 19:49:02 +0000 2017,
addison ! ! !,addiecohenn,I am god,138,138,275,0,5092,Wed Jun 24 01:38:40 +0000 2015,
Reid Dawley,tree_dawley,vascular,99,99,247,2,3475,Wed Apr 06 00:40:54 +0000 2016,
haris razaq,harisrazaq23,Lmao,122,122,146,0,1541,Fri Dec 26 09:20:55 +0000 2014,
Mikeala,00000mik,,7,7,13,0,128,Mon Jan 28 04:30:34 +0000 2019,
Lean Bean🌱,AyleenArteaga,Full time human.,219,219,300,1,52046,Tue Jun 14 17:55:44 +0000 2011,"Arlington, TX"
bored homo elliott,softcowb0y,"queer non-binary trans mentally ill art student, bald baby fag, pisces ⊙ aquarius ☾ virgo ⇡. 21. they/them please",591,591,1194,2,221386,Tue Nov 29 22:52:56 +0000 2016,london
ღ,camofleurcain,audio visual artist judas.mgmt@gmail.com https://t.co/lPNJATh7vf,240,240,886,8,40668,Sat Jan 12 03:00:36 +0000 2013,murdaland
Matt Mendoza,MattMendoza33,SHU,216,216,354,0,1814,Sat Feb 12 12:45:56 +0000 2011,Jersey
sequoia 🔆,sequoialace,If I can’t scuba then what’s this all been about?,559,559,1085,4,24982,Fri Jul 10 16:16:25 +0000 2009,NoVA
blove,organixhispanic,22 don’t feel so old but I think I’m 82,291,291,591,4,6403,Sun Sep 27 17:16:13 +0000 2015,somewhere in my mind
Alessandra,wonderedwho,"if I don’t create, I don’t exist",1129,1129,1032,2,31835,Thu Jun 20 20:13:06 +0000 2013,"California, USA"
bakuhoe,sailorfoo,cv 💍 baby yoda fan acc. $ededdnediley,471,471,676,4,13603,Sun Jul 17 20:14:57 +0000 2016,la/atx/zac.
childino,Childino,Ig: @Childino,3850,3850,745,5,15831,Sat Mar 06 15:48:36 +0000 2010,
claire,2phoneclaire,if i didn’t no i did yes i cant ♥️,26,26,91,1,9097,Sat Mar 30 05:13:35 +0000 2019,
Dr. Swagger Panther,Litzism,Professionalitarianistismist,283,283,307,1,14307,Sat Oct 06 18:19:19 +0000 2012,Neither here nor there
mali ☻,hotfryandlie,1:11,267,267,508,0,33342,Thu Nov 05 01:05:50 +0000 2015,DC
gyutandon,enaiamarten_,,75,75,105,1,9084,Tue Mar 28 10:15:13 +0000 2017,Melb
Dikxter,dikxter,💔,40,40,500,0,3688,Thu Aug 10 03:20:37 +0000 2017,
𝔏𝔲𝔦𝔰 𝔄𝔯𝔠𝔞𝔫𝔤𝔢𝔩🕊,wavemanluis,Funny ass nigga😏,60,60,222,0,1566,Sun Aug 26 19:37:38 +0000 2018,"Providence, RI"
TJ,ileikchejibugr,kinda want a burrito rn,414,414,1565,1,36952,Wed Nov 14 16:53:25 +0000 2012,
Mimi Smith,MimiSmithxo,,9,9,13,0,112,Tue Dec 12 13:19:56 +0000 2017,Somewhere in England
edinishak,edinishak1,Single,8,8,646,0,836,Thu Aug 08 13:26:10 +0000 2019,Malaysia
aly,louattheloo,ツ,33,33,358,0,975,Sun Nov 09 08:11:47 +0000 2014,
Kevina ♔ #ThankYouWoojin,OnceBunnies,"𝑰 𝒍𝒊𝒌𝒆 𝒂𝒏𝒏𝒐𝒚𝒊𝒏𝒈 𝒑𝒆𝒐𝒑𝒍𝒆 𝒘𝒉𝒐 𝒕𝒓𝒆𝒂𝒕 𝑲𝒑𝒐𝒑 𝒍𝒊𝒌𝒆 𝒑𝒐𝒍𝒊𝒕𝒊𝒄𝒔. ~Kpop, Monster High, Loser Club, Brockhampton, LovelyPeaches~",103,103,282,3,1724,Mon Aug 12 20:32:26 +0000 2019,
dani!💌,itssdanii_,🍄⚥ ♒︎ ☉ ♑︎ ☽ ♌︎ ↑ ⑲🎨,731,731,1257,0,134122,Sat Jan 03 23:40:48 +0000 2015,kurtistown
ren,gremlinbabie,ain’t that just the way,104,104,305,0,8930,Sat May 21 06:28:55 +0000 2016,"over the garden wall :,)"
dan1a.1_l,LDan1a,"🦋🦋🦋

r u having a gud day??",11,11,27,0,27,Sun Oct 13 11:03:56 +0000 2019,
ian,_astroian,you have a clearer view of earth from outer space,502,502,374,6,38306,Tue Dec 10 18:57:12 +0000 2013,Ysabelle
Richie Rizo,richierizzz,i make art and cartoons,726,726,291,9,8807,Tue Feb 12 06:50:19 +0000 2013,vegas
kim🥀,homiehotcheeto,,8,8,98,0,7480,Fri Apr 21 23:37:07 +0000 2017,
ryan,yllwshz,,7,7,19,0,46,Sun Oct 20 06:28:32 +0000 2019,
Mondo,_KeepIt_Simple_,Saint John's University '20 ΠΚΦ📍,521,521,351,0,2181,Sun Dec 16 04:21:27 +0000 2012,"California, USA"
Vontae Burleson,obeykingsson,no telling when it’s your time,187,187,769,0,208,Sat May 11 02:26:42 +0000 2013,"Amarillo, TX"
Caridad,Carishap7,Be Strong.🔱,68,68,579,0,140,Sun Nov 17 20:34:28 +0000 2019,"Cúcuta, Colombia"
Jackie Salinas 🍉,sjackyyy,Mother of Two ❤️❤️🐈🐈 || 💋💄,120,120,152,0,1204,Wed Aug 16 19:17:24 +0000 2017,
justin,dakota4331,i,515,515,510,2,40817,Wed Apr 27 03:27:06 +0000 2016,"Pearland, TX"
darla,darlasofiia,ig: @darlasofiia 🕺,6,6,44,0,1371,Thu May 04 21:10:47 +0000 2017,"Miami, FL"
Jane Frank,franejank,amphibian,213,213,237,0,5980,Fri Aug 29 01:39:26 +0000 2014,
Ƀoy ¢harming,MonteVirgo,I'm a fool in a man's shoes,27,27,87,0,980,Fri May 16 23:53:45 +0000 2014,my house 
edith 🧠,500DaysOfSassy,certified pet hoarder • let’s strive to keep it 💯,480,480,327,5,44546,Tue Nov 10 06:04:15 +0000 2009,8123 
𝕽𝕵,bulazoku,"unabashedly filipino and pansexual. politics, humor, and gratuitous self-loathing from a huge idiot who mostly means well. icon by Lully.",682,682,666,9,219265,Fri Dec 14 01:25:27 +0000 2012,they/them | #saugusstrong
jamel,jameldariuss,,152,152,839,1,26190,Fri Feb 26 01:39:12 +0000 2016,"Raleigh, NC"
fuckingcunt🐀,zxqv666,comiendo culo...😴😴,47,47,95,1,19267,Wed Sep 02 21:35:27 +0000 2015,"Pembroke Pines, FL"
PINTO / \,ataopapinto,Chase anything you have passion to. |Insta: GoncalooPinto|,29,29,215,0,1050,Mon Apr 29 14:40:52 +0000 2019,
Noah Zuzuarregui,noahzuzu15,,449,449,445,0,7494,Wed Jul 02 17:27:02 +0000 2014,
vinujan,c_for_crow,wannabe photographer,49,49,190,0,2092,Fri Sep 25 02:24:08 +0000 2015,Canada
Blake Nielson,bnielson3,,254,254,248,0,2855,Tue Jun 23 16:04:07 +0000 2015,
steph,shtephaniiee,,315,315,167,0,11041,Sat Sep 28 23:14:13 +0000 2013,
Edge,EdgeLimpin,ig @edgelimpin,61,61,211,0,26468,Wed Jul 15 23:16:56 +0000 2015,"Scarborough, Ontario"
isa ☆,bimboriot,vada vada,128,128,376,0,78656,Mon Aug 03 07:34:44 +0000 2015,
Victoria🌸,Prxncesa_luz,Music is life,196,196,510,0,18604,Mon Apr 30 23:21:32 +0000 2012,
Denny,sozodennis,"Still going to be criticized, who cares. Instagram: @sozodennis",387,387,1010,2,45254,Fri Aug 30 02:53:12 +0000 2013,"North Carolina, USA"
mari 💕.,mariispooks,,37,37,110,0,1947,Fri Jul 07 22:21:23 +0000 2017,"San Diego, CA"
melanie,MelanieNazaryan,not in this economy,385,385,229,4,20468,Thu Jul 04 20:06:55 +0000 2013,
Shitty:(Cam,crappy_cam,on a path to nowhere.,116,116,233,0,277,Wed Dec 13 05:19:35 +0000 2017,"Ridgeway, VA"
max,SPOOLBOYM,,279,279,602,3,10327,Sun Jan 06 05:43:16 +0000 2013,Hollywood FL
Geselle 🦋,geselleex,me vale,377,377,2219,7,16711,Fri Apr 11 00:59:39 +0000 2014,
ren,Renae_Cobian,my main goal is to blow up n then act like i don’t know nobodyyyyyyy,401,401,349,6,33629,Wed May 07 21:26:46 +0000 2014,winterfell
steph,stepherrss_,right side bright side,229,229,135,4,41257,Thu Mar 29 02:50:31 +0000 2012,"Los Angeles, CA"
PORKCHOP,christian_cvasq,Leader of the Delinquents,113,113,192,0,876,Wed Jan 03 06:45:24 +0000 2018,"Phoenix, AZ"
ugly nate/nathaniel poo poo,horridnathaniel,swag/ugly nate,35,35,139,0,597,Wed Dec 24 00:38:28 +0000 2014,"Assiot, Egypt"
Jay🍆🤯,jayspamzzz,hey .,14,14,1090,0,11,Sat Jan 06 23:47:22 +0000 2018,"Charlotte, NC"
peter♪,Petemartinez7s,Ahs soccer,538,538,463,1,13078,Sat Jun 03 22:17:42 +0000 2017,"Houston, TX"
T,TonerThaStoner,,15,15,179,0,300,Fri Dec 30 04:19:18 +0000 2016,
marcyyy,marcelaargueta_,,70,70,390,0,17015,Wed Jul 22 02:10:55 +0000 2015,"Los Angeles, CA"
Brandii,Brandii_xx,Melanin bleeds through my veins| God Always| Shining so bright✨,57,57,546,0,838,Wed Feb 28 02:09:00 +0000 2018,
✰ 𝖑𝖎𝖓𝖆 ✰,perfectlylina,#happyascanbe,671,671,320,2,40255,Sat Nov 22 23:38:23 +0000 2014,
🔅,Makedaaaaa,$makxoxo2 🇹🇹,1300,1300,2593,0,85847,Tue May 01 22:21:33 +0000 2012,
hella mela,TwitityTwitTwat,h2hoe,413,413,382,4,17987,Wed Sep 08 00:29:17 +0000 2010,
blank,Danny_Garcia015,save the bees,600,600,542,0,11554,Tue May 14 23:09:34 +0000 2013,AZ
M,labeIIefemme,,50,50,188,0,2923,Fri Oct 09 01:28:03 +0000 2015,"Houston, TX"
Princess_Babydoll 💋,PatienceTemple,singer rapper writer entertainer motivatior and beautiful inside/out 💯💁🏾‍♀️💯💯 #lovelyice #patticakes Patience is a virtue .. it's also my name 💋💚💋💋,10,10,91,0,2746,Wed Apr 11 14:06:42 +0000 2012,Everywhere 💚
:),maritzoro,"hello,",115,115,197,0,1090,Tue Jul 12 03:01:30 +0000 2011,"Stockton, CA"
nich,hudson28_,stay consistent,229,229,271,0,3830,Tue Jan 08 23:33:36 +0000 2013,Outerspace
✧ Darīc ✧,daricxclarke,lets keep it a buck ♑︎ ♎︎ ubereats code: eats-daricc1ue,484,484,405,1,5795,Mon Jan 16 16:35:17 +0000 2012,JMU
Fez™️,VerdugoAaron,Alba and Zack// I let the jet pack loose// Polar Pop Ambassador// Rams 🐏// Angels 😇// Daisy 🐩,1273,1273,685,3,46712,Wed Dec 21 08:39:04 +0000 2011,Shell City 🚀
angelis,xAngelTorres,goin wit the motions,455,455,663,2,13408,Mon Jun 03 22:59:08 +0000 2013,"Las Vegas, NV"
kristin*,krstnkhlmr22,boo,220,220,140,0,16075,Fri Mar 27 14:56:13 +0000 2015,
poggers,tys8n,tyson,183,183,1059,0,28273,Tue Aug 16 14:05:26 +0000 2016,houston 🎢
SPcoolK,SPcoolK,,69,69,1647,0,844,Wed May 25 12:27:45 +0000 2011,
alyssa,alyssa_621,• LA • insta: alyssa.621 • designer• dominic fike lover • jimjam • fikes_peach • kenny nation •,240,240,468,5,7901,Sun Jun 01 00:26:11 +0000 2014,"Los Angeles, CA"
Isiah,ayyy_papa,Work in Silence,270,270,502,0,35491,Tue Oct 29 02:53:18 +0000 2013,UTEP
no,fflavender,,31,31,89,0,821,Wed Nov 25 20:25:11 +0000 2015,"Santa Cruz, CA"
Hmm,aktishakura,This isn’t what you’re here for!,260,260,339,0,3341,Fri Jan 15 15:06:18 +0000 2016,
champagnefather,chmpagnefather,,335,335,815,2,44795,Tue Apr 03 11:55:53 +0000 2012,"Yonkers, NY"
nandi | nsfr,luvminoru,fan acc | “𝗯𝘂𝘁 𝗜’𝗺 𝗻𝗼𝘁 𝘀𝘂𝗿𝗲 𝘄𝗵𝗶𝗰𝗵 𝗼𝗻𝗲’𝘀 𝘁𝗵𝗲 𝗮𝗻𝗶𝗺𝗮𝗹 𝗶𝗳 𝘆𝗼𝘂 𝗸𝗻𝗼𝘄 𝘄𝗵𝗮𝘁 𝗜 𝗺𝗲𝗮𝗻!” @ravencastle,587,587,509,27,59768,Fri Aug 23 00:38:37 +0000 2019,she/her
Coop🥶,cooperkasich,,229,229,243,0,3617,Tue Aug 12 05:36:50 +0000 2014,
Ryan,R_Fostrrr,"Court❤️ Audere est Facere. @CortlandSPMG alum. Operations for @NYCBLive. Intern for @NYCosmos. Instagram admin for @e_spurs. Yankees, Jets, NYCFC, Knicks fan.",1009,1009,784,7,38874,Thu Nov 21 15:42:43 +0000 2013,"Long Island, NY"
jet,jetortizluis,,180,180,154,1,5319,Mon Sep 01 09:46:11 +0000 2014,
Erika ♡,erikaaeli,,41,41,69,0,209,Sun Jul 21 20:28:46 +0000 2019,
Kel,kel_thecreator,,22,22,52,0,8911,Sat Jan 13 18:19:19 +0000 2018,
big nug,ezzack123,caveat emptor. whole lotta 💲➕🎱🎵✖️📈,270,270,374,0,9197,Fri Jul 08 18:03:49 +0000 2011,Food 
🤭,roxlude,wow I really just did that,31,31,322,0,64522,Fri Jan 05 16:37:54 +0000 2018,
DannyHyde,Danny11Hyde,Apprentice Comedian,75,75,700,0,1257,Fri Aug 17 10:11:09 +0000 2012,
Nikki,nikkiwelchh,// looking for my own peace of mind \\ ♈️,316,316,323,0,5538,Fri Jul 06 06:59:56 +0000 2012,"Phoenix, AZ"
O' Wowburtsun,Iam_odr,"Life is a journey, how could you know where you're going?",63,63,177,0,862,Mon Nov 25 04:14:05 +0000 2013,"Spaghetti, NY"
TRASHBOAT,batzavellie,,219,219,261,0,903,Sun Apr 19 14:07:43 +0000 2015,
ig; @holyelianie,iamelianie,cashapp + venmo: velianie,15,15,190,0,17556,Thu Jan 12 01:46:27 +0000 2017,DMs are open
ugly mf,bill64button,"i aint suicidal it just sorta cross my mind



follow my art on instagram @steamboatbillyjr",462,462,1508,1,57272,Fri Oct 21 17:08:15 +0000 2011,made in Emerica
kaitlyn,kaitlynuwu,run me over with a truck daddy,1,1,5,0,17,Thu Jan 03 19:50:09 +0000 2019,"San Jose, CA"
kayla,kaymkainer,,268,268,276,0,2947,Tue Jul 26 00:17:24 +0000 2016,"Texas, USA"
sativa,sativa1997,,843,843,1169,2,130213,Thu Feb 02 14:02:38 +0000 2012,
logan johnson,logan_s_johnson,,74,74,81,1,8384,Sun Feb 25 19:00:58 +0000 2018,
anti name,saucezillla,find out for yourself,247,247,561,0,9286,Sun May 11 23:34:00 +0000 2014,"Denton, TX"
★ hannah ★,irrelevanthw,give peace a chance | september 29th♡,191,191,307,0,4349,Sat Aug 05 08:23:34 +0000 2017,
deedee,dirrtyddog,🍄🌜🦀🤮😷🦠🌙,434,434,728,2,59672,Sat Aug 03 07:40:56 +0000 2013,She/her
andy,okayitsandrea,🌾,148,148,420,0,7519,Mon Feb 20 21:13:26 +0000 2017,
rita,draggindraguun,just look at my seats I'm sittin cozy,1018,1018,998,9,39009,Tue Jul 08 00:34:56 +0000 2014,363N63
ann😎,Anadelrey00,,845,845,559,2,8745,Sat Oct 05 05:19:36 +0000 2013,
El ukukito,Alejandroqc09,retwitteador compulsivo,40,40,795,0,2649,Mon Nov 09 20:40:13 +0000 2015,Peru
Trey,HeyMyNameIsTwey,Kirby main,174,174,1030,1,17623,Sat Oct 12 11:57:30 +0000 2013,
will,fuckorso,,238,238,776,2,405,Fri May 05 21:38:12 +0000 2017,1312 he/him
Edgar Derby Stan Acct🌹,s0utherng0thicc,(she/her) (GT22),125,125,338,1,17590,Tue Sep 12 16:26:07 +0000 2017,"Georgia, USA"
fatboy slim,joztheswag,🐝,136,136,114,0,1752,Thu Feb 22 22:02:17 +0000 2018,
“,STEPDADDYPETE,,235,235,335,0,6925,Thu Sep 13 19:03:43 +0000 2018,not miami
marissa,marissakscruggs,222 ;-;,112,112,175,0,2621,Fri Mar 31 21:35:22 +0000 2017,portland
o lobo é o lobo do lobo do lobo,Meatthers,n̷͌̒̽̈́̄e̵̩͗̓̄̈͊v̷͈͝e̴͆̈́̓͋r̶̳̄͒͐͒͘m̷̧̗̣̏͂͘o̷̥͚̤̦̐̌r̴̠͉̟͆́̿́́͘e ♤♡◇♧ n so bolsominion cacete,41,41,267,0,3519,Tue Jul 30 02:20:26 +0000 2019,"Guarulhos, Brasil"
daddy ♊︎,plantdaddyveg,"☉♊︎ ☾♑︎ ASC♍︎ latino ⁣vegan dad. 25. texas native. a little strange, but aren’t we all? my peepee belongs to @mvekylv (+18)",272,272,183,1,8558,Tue Apr 24 23:50:41 +0000 2012,"Fairfield, CA"
abe,abrahammm36,,150,150,171,0,75,Sat May 24 03:55:57 +0000 2014,
minelli,lizzylizaaaa,,340,340,335,1,6407,Thu Jan 05 17:22:00 +0000 2012,new york
ཀ. ▴▲▴,CuevasMarlon,"✝ soulful | | |  88 keys | | | is my life coincidental, or is God willing ॐ",645,645,624,1,26673,Sat Dec 24 21:51:54 +0000 2011,Whisky Business '20 🎹
gabriella🍒,galexisrella,dripped in gold || she/her,84,84,308,0,36999,Fri Jul 17 21:51:23 +0000 2015,
booby koo,k8egilchrist,🌺🌎🍭bop on dat bish like kodak!,273,273,434,0,29077,Sat Nov 29 16:28:53 +0000 2014,"Naples, FL"
toni 🖤✨,ToniZhane_,,228,228,249,1,21552,Thu Sep 15 19:11:22 +0000 2011,"Cleveland, OH"
K☆,401k__,b00f aSs paG3,138,138,699,0,127091,Tue Aug 21 15:59:12 +0000 2018,
isabella,isabellaghiozzi,,110,110,245,0,115661,Mon Jan 14 19:10:02 +0000 2019,"Belmont, MA"
sara,saragriffith__,👼🏼👼🏼,60,60,139,0,333,Mon Jan 22 00:46:12 +0000 2018,
Jonathan Ham,JonathanHam14,,1,1,35,0,316,Sun Oct 20 14:05:41 +0000 2019,"Freiburg im Breisgau, Deutschl"
tracey,hereditary20I8,moved accs @teenanger444,103,103,149,3,24728,Sat Jun 01 21:29:05 +0000 2019,atl  they/she
Ugenius,eugenesauce,,140,140,171,0,8374,Sat Aug 11 00:40:22 +0000 2012,
kevin☆,htxkevinnn,insta : kevinscribble,56,56,61,0,1487,Sun Jan 01 16:53:20 +0000 2017,"Houston, TX"
Bash🦂,_bash213,20. live fast die young,144,144,233,0,4439,Mon Jan 16 07:28:20 +0000 2017,
🤍 ALLABOUTTAI 🤍,ALLABOUTTAI,🏳️‍🌈💜💞 F.A.H 🤍,203,203,754,0,867,Mon Jul 01 03:36:14 +0000 2019,"Louisiana, USA"
Minky Tezuka 😢,MinkyTezuka,見ぬが花,11,11,358,1,471,Sat Oct 14 18:33:43 +0000 2017,
justin,_harrisjustin,16,111,111,441,0,18694,Tue Aug 15 14:41:32 +0000 2017,colorado
carmen,carmenlavillaa,hot in an A24 way,166,166,179,0,7888,Thu Jun 28 05:44:47 +0000 2018,Bay Area
niggatoni,gucciassware,phat,18,18,134,0,8568,Sat Feb 10 21:21:52 +0000 2018,"Melbourne, Victoria"
pete,peterisrage,,180,180,114,0,8020,Wed Jul 08 05:01:52 +0000 2015,
nate,spaceboyxL,"feeling blue, but seeing red.",290,290,433,2,3039,Sat Dec 28 23:55:29 +0000 2013,MAKEOUTHILL
yogurt chips,sbeckei,"bitch grrr, invader zim",25,25,178,0,7039,Mon Oct 08 23:47:10 +0000 2018,
🎸TheBoogieMan🎸,PinkyLiberachi,#HaveYouPracticed Trynna figure out a lil bit about alotta shit. Guitar 🎸 P in @pakgmusic pinkyliberachi@gmail.com @downtomarsmusic Insta @PinkyLiberachi,3579,3579,1129,23,16686,Wed Aug 12 22:47:05 +0000 2009,"Kentucky, USA"
MK,Mkhomiee,I think that I know everything but I know that I don’t.,446,446,984,4,12478,Wed Feb 05 10:51:23 +0000 2014,Virgo 
edwin,WunderfulEd,I’m just waiting to go to Hell at this point. he/ him,257,257,1150,1,54259,Sat Aug 30 15:08:08 +0000 2014,GA
Kristy Nguyen,kristynguyennn,ksu,62,62,76,0,525,Thu Oct 29 22:37:55 +0000 2015,
(:̲̅:̲̅:̲̅[̲̅♡]̲̅:̲̅:̲̅:̲̅),ItsACIII,Self loathing with a lingering God complex,271,271,183,3,14654,Wed Jul 03 04:08:38 +0000 2013,"whorelando, fl"
𝔳𝔦𝔳𝔦𝔞𝔫,vivianxrose,she/they ~ queer,58,58,246,1,2288,Tue Feb 27 01:43:58 +0000 2018,mystic falls
Antulio,baltic_zuki,WiFi Samus | KetteringU Smash Esports player Engineering Physics major | May or may not speak fluent Japanese,43,43,121,0,1194,Mon Mar 18 03:11:41 +0000 2019,"Novi, MI"
Jahmeel misses the Homies,J_scott08,birds are scary,482,482,516,1,10638,Sat Oct 19 20:41:22 +0000 2013,
erin ☆,erinlemonss,orange county,129,129,262,0,46247,Fri May 25 20:29:14 +0000 2018,
Guilhem,Startouf73,,4,4,41,0,87,Mon May 08 08:41:48 +0000 2017,
maya,mayarr13,✨,120,120,339,1,74802,Thu May 01 05:02:03 +0000 2014,
NIEMAN,niemanmusic,“AUTOMATIC” OUT NOW 👇🏾👇🏾👇🏾,1671,1671,325,12,12366,Tue Oct 15 15:49:42 +0000 2013,"Los Angeles, CA"
Eric Dejesus,dejesus222_,,91,91,925,0,10709,Tue Feb 16 03:48:02 +0000 2016,"Green Bay, WI"
Jose Cruz,Josecrvz123,,3,3,8,0,15,Mon Nov 06 06:51:03 +0000 2017,
˗ˏˋalexisˊˎ˗,nohoezalexis,☉♓︎ ☽♓︎ ↑♏︎,144,144,223,0,3444,Thu Oct 02 19:04:18 +0000 2014,
hirambonheur,hirambonheur,DE ENIGE ECHTE HIRAM BONHEUR ZOON VAN !!!,184,184,144,0,1772,Sat Sep 28 10:24:20 +0000 2019,
$elena,selenaazzz_,,9248,9248,1161,61,251932,Sat Jun 13 17:41:41 +0000 2009,texas 
connor ☄️,connorcubic,inaction 🌎 // nau 21,979,979,800,6,32087,Sun Jul 15 02:05:19 +0000 2012,flagstaff
josh,JoshBCreates,amor fati,115,115,194,0,3797,Wed Jan 16 15:47:26 +0000 2019,"Houston, TX"
Lil Uzi Hurt,fredferd1,#SUNNYDgang,54,54,383,1,11588,Mon Apr 20 23:46:17 +0000 2015,
gabe,Ertpp,big love,362,362,224,2,10545,Sun Sep 01 18:21:50 +0000 2013,Tx
